"","source","target","weight","date"
"1550","fa10-01-14","fa10-01-10",0,2010-09-01
"1551","fa10-01-14","fa10-01-33",0,2010-09-01
"1552","fa10-01-14","fa10-01-77",0,2010-09-01
"1553","fa10-01-14","sp10-01-22",0,2010-09-01
"1554","fa10-01-14","fa10-01-16",0,2010-09-01
"1555","fa10-01-14","fa10-01-36",0,2010-09-01
"1556","fa10-01-14","fa10-01-08",0,2010-09-01
"1557","fa10-01-14","fa10-01-46",0,2010-09-01
"1558","fa10-01-14","fa10-01-41",0,2010-09-01
"1559","fa10-01-14","fa10-01-22",0,2010-09-01
"1560","fa10-01-14","sp10-01-25",0,2010-09-01
"1561","fa10-01-14","fa10-01-51",0,2010-09-01
"1562","fa10-01-14","fa10-01-23",0,2010-09-01
"1563","fa10-01-14","sp10-01-18",2,2010-09-01
"1564","fa10-01-14","fa10-01-12",0,2010-09-01
"1565","fa10-01-14","fa10-01-64",0,2010-09-01
"1566","fa10-01-14","sp10-01-52",0,2010-09-01
"1567","fa10-01-14","sp10-01-31",4,2010-09-01
"1568","fa10-01-14","sp10-01-45",5,2010-09-01
"1569","fa10-01-14","fa10-01-70",0,2010-09-01
"1570","fa10-01-14","fa10-01-63",0,2010-09-01
"1571","fa10-01-14","sp10-01-56",0,2010-09-01
"1572","fa10-01-14","fa10-01-54",3,2010-09-01
"1573","fa10-01-14","fa10-01-72",0,2010-09-01
"1574","fa10-01-14","fa10-01-03",0,2010-09-01
"1575","fa10-01-14","fa10-01-38",2,2010-09-01
"1576","fa10-01-14","fa10-01-37",1,2010-09-01
"1577","fa10-01-14","sp10-01-49",5,2010-09-01
"1578","fa10-01-14","sp10-01-48",4,2010-09-01
"1579","fa10-01-14","fa10-01-53",0,2010-09-01
"1580","fa10-01-14","sp10-01-02",0,2010-09-01
"1581","fa10-01-14","fa10-01-49",0,2010-09-01
"1582","fa10-01-14","sp10-01-43",0,2010-09-01
"1583","fa10-01-14","sp10-01-33",0,2010-09-01
"1584","fa10-01-14","fa10-01-71",0,2010-09-01
"1585","fa10-01-14","fa10-01-50",0,2010-09-01
"1586","fa10-01-14","fa10-01-42",0,2010-09-01
"1587","fa10-01-14","fa10-01-82",0,2010-09-01
"1588","fa10-01-14","fa10-01-27",0,2010-09-01
"1589","fa10-01-14","fa10-01-11",0,2010-09-01
"1590","fa10-01-14","sp10-01-30",0,2010-09-01
"1591","fa10-01-14","fa10-01-66",0,2010-09-01
"1592","fa10-01-14","fa10-01-65",0,2010-09-01
"1593","fa10-01-14","fa10-01-26",0,2010-09-01
"1594","fa10-01-14","fa10-01-32",0,2010-09-01
"1595","fa10-01-14","fa10-01-09",0,2010-09-01
"1596","fa10-01-14","fa10-01-25",0,2010-09-01
"1597","fa10-01-14","fa10-01-31",0,2010-09-01
"1598","fa10-01-14","sp10-01-54",2,2010-09-01
"1599","fa10-01-14","fa10-01-34",0,2010-09-01
"1600","fa10-01-14","fa10-01-57",0,2010-09-01
"1601","fa10-01-14","fa10-01-55",0,2010-09-01
"1602","fa10-01-14","fa10-01-30",0,2010-09-01
"1603","fa10-01-14","fa10-01-43",0,2010-09-01
"1604","fa10-01-14","fa10-01-44",0,2010-09-01
"1605","fa10-01-14","fa10-01-62",0,2010-09-01
"1606","fa10-01-14","sp10-01-36",0,2010-09-01
"1607","fa10-01-14","fa10-01-28",0,2010-09-01
"1608","fa10-01-14","fa10-01-29",0,2010-09-01
"1609","fa10-01-14","fa10-01-52",0,2010-09-01
"1610","fa10-01-14","fa10-01-61",0,2010-09-01
"1611","fa10-01-14","fa10-01-56",0,2010-09-01
"1612","fa10-01-14","sp10-01-01",0,2010-09-01
"1613","fa10-01-15","sp10-01-53",0,2010-09-01
"1614","fa10-01-15","sp10-01-38",0,2010-09-01
"1615","fa10-01-15","sp10-01-39",0,2010-09-01
"1616","fa10-01-15","fa10-01-81",0,2010-09-01
"1617","fa10-01-15","fa10-01-78",0,2010-09-01
"1618","fa10-01-15","fa10-01-67",0,2010-09-01
"1619","fa10-01-15","fa10-01-68",0,2010-09-01
"1620","fa10-01-15","fa10-01-73",0,2010-09-01
"1621","fa10-01-15","fa10-01-74",0,2010-09-01
"1622","fa10-01-15","fa10-01-15",7,2010-09-01
"1623","fa10-01-15","fa10-01-19",0,2010-09-01
"1624","fa10-01-15","fa10-01-85",0,2010-09-01
"1625","fa10-01-15","fa10-01-86",0,2010-09-01
"1626","fa10-01-15","sp10-01-24",0,2010-09-01
"1627","fa10-01-15","fa10-01-17",0,2010-09-01
"1628","fa10-01-15","fa10-01-18",0,2010-09-01
"1629","fa10-01-15","fa10-01-04",0,2010-09-01
"1630","fa10-01-15","fa10-01-06",0,2010-09-01
"1631","fa10-01-15","fa10-01-45",0,2010-09-01
"1632","fa10-01-15","sp10-01-13",0,2010-09-01
"1633","fa10-01-15","fa10-01-07",0,2010-09-01
"1634","fa10-01-15","sp10-01-46",1,2010-09-01
"1635","fa10-01-15","sp10-01-44",1,2010-09-01
"1636","fa10-01-15","sp10-01-06",0,2010-09-01
"1637","fa10-01-15","fa10-01-83",0,2010-09-01
"1638","fa10-01-15","fa10-01-14",0,2010-09-01
"1639","fa10-01-15","fa10-01-13",0,2010-09-01
"1640","fa10-01-15","fa10-01-05",0,2010-09-01
"1641","fa10-01-15","fa10-01-75",0,2010-09-01
"1642","fa10-01-15","fa10-01-01",0,2010-09-01
"1643","fa10-01-15","fa10-01-02",0,2010-09-01
"1644","fa10-01-15","fa10-01-20",0,2010-09-01
"1645","fa10-01-15","fa10-01-76",0,2010-09-01
"1646","fa10-01-15","fa10-01-58",0,2010-09-01
"1647","fa10-01-15","fa10-01-21",0,2010-09-01
"1648","fa10-01-15","sp10-01-28",0,2010-09-01
"1649","fa10-01-15","sp10-01-26",0,2010-09-01
"1650","fa10-01-15","sp10-01-55",0,2010-09-01
"1651","fa10-01-15","sp10-01-05",1,2010-09-01
"1652","fa10-01-15","sp10-01-35",0,2010-09-01
"1653","fa10-01-15","fa10-01-35",0,2010-09-01
"1654","fa10-01-15","fa10-01-40",0,2010-09-01
"1655","fa10-01-15","fa10-01-60",0,2010-09-01
"1656","fa10-01-15","sp10-01-23",0,2010-09-01
"1657","fa10-01-15","sp10-01-11",0,2010-09-01
"1658","fa10-01-15","sp10-01-12",0,2010-09-01
"1659","fa10-01-15","sp10-01-07",0,2010-09-01
"1660","fa10-01-15","sp10-01-08",0,2010-09-01
"1661","fa10-01-15","fa10-01-24",0,2010-09-01
"1662","fa10-01-15","fa10-01-39",0,2010-09-01
"1663","fa10-01-15","sp10-01-19",1,2010-09-01
"1664","fa10-01-15","sp10-01-34",0,2010-09-01
"1665","fa10-01-15","fa10-01-69",0,2010-09-01
"1666","fa10-01-15","sp10-01-32",0,2010-09-01
"1667","fa10-01-15","sp10-01-42",0,2010-09-01
"1668","fa10-01-15","sp10-01-40",0,2010-09-01
"1669","fa10-01-15","sp10-01-41",0,2010-09-01
"1670","fa10-01-15","sp10-01-37",0,2010-09-01
"1671","fa10-01-15","fa10-01-48",0,2010-09-01
"1672","fa10-01-15","fa10-01-47",0,2010-09-01
"1673","fa10-01-15","fa10-01-59",0,2010-09-01
"1674","fa10-01-15","fa10-01-10",0,2010-09-01
"1675","fa10-01-15","fa10-01-33",0,2010-09-01
"1676","fa10-01-15","fa10-01-77",0,2010-09-01
"1677","fa10-01-15","sp10-01-22",0,2010-09-01
"1678","fa10-01-15","fa10-01-16",7,2010-09-01
"1679","fa10-01-15","fa10-01-36",0,2010-09-01
"1680","fa10-01-15","fa10-01-08",0,2010-09-01
"1681","fa10-01-15","fa10-01-46",0,2010-09-01
"1682","fa10-01-15","fa10-01-41",0,2010-09-01
"1683","fa10-01-15","fa10-01-22",0,2010-09-01
"1684","fa10-01-15","sp10-01-25",0,2010-09-01
"1685","fa10-01-15","fa10-01-51",0,2010-09-01
"1686","fa10-01-15","fa10-01-23",0,2010-09-01
"1687","fa10-01-15","sp10-01-18",1,2010-09-01
"1688","fa10-01-15","fa10-01-12",0,2010-09-01
"1689","fa10-01-15","fa10-01-64",0,2010-09-01
"1690","fa10-01-15","sp10-01-52",0,2010-09-01
"1691","fa10-01-15","sp10-01-31",0,2010-09-01
"1692","fa10-01-15","sp10-01-45",0,2010-09-01
"1693","fa10-01-15","fa10-01-70",0,2010-09-01
"1694","fa10-01-15","fa10-01-63",0,2010-09-01
"1695","fa10-01-15","sp10-01-56",0,2010-09-01
"1696","fa10-01-15","fa10-01-54",0,2010-09-01
"1697","fa10-01-15","fa10-01-72",0,2010-09-01
"1698","fa10-01-15","fa10-01-03",0,2010-09-01
"1699","fa10-01-15","fa10-01-38",0,2010-09-01
"1700","fa10-01-15","fa10-01-37",0,2010-09-01
"1701","fa10-01-15","sp10-01-49",0,2010-09-01
"1702","fa10-01-15","sp10-01-48",0,2010-09-01
"1703","fa10-01-15","fa10-01-53",0,2010-09-01
"1704","fa10-01-15","sp10-01-02",0,2010-09-01
"1705","fa10-01-15","fa10-01-49",0,2010-09-01
"1706","fa10-01-15","sp10-01-43",0,2010-09-01
"1707","fa10-01-15","sp10-01-33",0,2010-09-01
"1708","fa10-01-15","fa10-01-71",0,2010-09-01
"1709","fa10-01-15","fa10-01-50",0,2010-09-01
"1710","fa10-01-15","fa10-01-42",0,2010-09-01
"1711","fa10-01-15","fa10-01-82",0,2010-09-01
"1712","fa10-01-15","fa10-01-27",0,2010-09-01
"1713","fa10-01-15","fa10-01-11",1,2010-09-01
"1714","fa10-01-15","sp10-01-30",0,2010-09-01
"1715","fa10-01-15","fa10-01-66",0,2010-09-01
"1716","fa10-01-15","fa10-01-65",0,2010-09-01
"1717","fa10-01-15","fa10-01-26",0,2010-09-01
"1718","fa10-01-15","fa10-01-32",0,2010-09-01
"1719","fa10-01-15","fa10-01-09",0,2010-09-01
"1720","fa10-01-15","fa10-01-25",0,2010-09-01
"1721","fa10-01-15","fa10-01-31",0,2010-09-01
"1722","fa10-01-15","sp10-01-54",0,2010-09-01
"1723","fa10-01-15","fa10-01-34",0,2010-09-01
"1724","fa10-01-15","fa10-01-57",0,2010-09-01
"1725","fa10-01-15","fa10-01-55",0,2010-09-01
"1726","fa10-01-15","fa10-01-30",0,2010-09-01
"1727","fa10-01-15","fa10-01-43",0,2010-09-01
"1728","fa10-01-15","fa10-01-44",0,2010-09-01
"1729","fa10-01-15","fa10-01-62",0,2010-09-01
"1730","fa10-01-15","sp10-01-36",0,2010-09-01
"1731","fa10-01-15","fa10-01-28",0,2010-09-01
"1732","fa10-01-15","fa10-01-29",0,2010-09-01
"1733","fa10-01-15","fa10-01-52",0,2010-09-01
"1734","fa10-01-15","fa10-01-61",0,2010-09-01
"1735","fa10-01-15","fa10-01-56",0,2010-09-01
"1736","fa10-01-15","sp10-01-01",0,2010-09-01
"1737","fa10-01-16","sp10-01-53",0,2010-09-01
"1738","fa10-01-16","sp10-01-38",0,2010-09-01
"1739","fa10-01-16","sp10-01-39",0,2010-09-01
"1740","fa10-01-16","fa10-01-81",0,2010-09-01
"1741","fa10-01-16","fa10-01-78",0,2010-09-01
"1742","fa10-01-16","fa10-01-67",0,2010-09-01
"1743","fa10-01-16","fa10-01-68",0,2010-09-01
"1744","fa10-01-16","fa10-01-73",0,2010-09-01
"1745","fa10-01-16","fa10-01-74",0,2010-09-01
"1746","fa10-01-16","fa10-01-15",7,2010-09-01
"1747","fa10-01-16","fa10-01-19",0,2010-09-01
"1748","fa10-01-16","fa10-01-85",0,2010-09-01
"1749","fa10-01-16","fa10-01-86",0,2010-09-01
"1750","fa10-01-16","sp10-01-24",0,2010-09-01
"1751","fa10-01-16","fa10-01-17",0,2010-09-01
"1752","fa10-01-16","fa10-01-18",0,2010-09-01
"1753","fa10-01-16","fa10-01-04",0,2010-09-01
"1754","fa10-01-16","fa10-01-06",0,2010-09-01
"1755","fa10-01-16","fa10-01-45",0,2010-09-01
"1756","fa10-01-16","sp10-01-13",0,2010-09-01
"1757","fa10-01-16","fa10-01-07",0,2010-09-01
"1758","fa10-01-16","sp10-01-46",1,2010-09-01
"1759","fa10-01-16","sp10-01-44",1,2010-09-01
"1760","fa10-01-16","sp10-01-06",0,2010-09-01
"1761","fa10-01-16","fa10-01-83",0,2010-09-01
"1762","fa10-01-16","fa10-01-14",0,2010-09-01
"1763","fa10-01-16","fa10-01-13",0,2010-09-01
"1764","fa10-01-16","fa10-01-05",0,2010-09-01
"1765","fa10-01-16","fa10-01-75",0,2010-09-01
"1766","fa10-01-16","fa10-01-01",0,2010-09-01
"1767","fa10-01-16","fa10-01-02",0,2010-09-01
"1768","fa10-01-16","fa10-01-20",0,2010-09-01
"1769","fa10-01-16","fa10-01-76",0,2010-09-01
"1770","fa10-01-16","fa10-01-58",0,2010-09-01
"1771","fa10-01-16","fa10-01-21",0,2010-09-01
"1772","fa10-01-16","sp10-01-28",0,2010-09-01
"1773","fa10-01-16","sp10-01-26",0,2010-09-01
"1774","fa10-01-16","sp10-01-55",0,2010-09-01
"1775","fa10-01-16","sp10-01-05",0,2010-09-01
"1776","fa10-01-16","sp10-01-35",0,2010-09-01
"1777","fa10-01-16","fa10-01-35",0,2010-09-01
"1778","fa10-01-16","fa10-01-40",0,2010-09-01
"1779","fa10-01-16","fa10-01-60",0,2010-09-01
"1780","fa10-01-16","sp10-01-23",0,2010-09-01
"1781","fa10-01-16","sp10-01-11",1,2010-09-01
"1782","fa10-01-16","sp10-01-12",1,2010-09-01
"1783","fa10-01-16","sp10-01-07",0,2010-09-01
"1784","fa10-01-16","sp10-01-08",0,2010-09-01
"1785","fa10-01-16","fa10-01-24",0,2010-09-01
"1786","fa10-01-16","fa10-01-39",0,2010-09-01
"1787","fa10-01-16","sp10-01-19",2,2010-09-01
"1788","fa10-01-16","sp10-01-34",0,2010-09-01
"1789","fa10-01-16","fa10-01-69",0,2010-09-01
"1790","fa10-01-16","sp10-01-32",0,2010-09-01
"1791","fa10-01-16","sp10-01-42",0,2010-09-01
"1792","fa10-01-16","sp10-01-40",0,2010-09-01
"1793","fa10-01-16","sp10-01-41",0,2010-09-01
"1794","fa10-01-16","sp10-01-37",0,2010-09-01
"1795","fa10-01-16","fa10-01-48",0,2010-09-01
"1796","fa10-01-16","fa10-01-47",0,2010-09-01
"1797","fa10-01-16","fa10-01-59",0,2010-09-01
"1798","fa10-01-16","fa10-01-10",0,2010-09-01
"1799","fa10-01-16","fa10-01-33",2,2010-09-01
"1800","fa10-01-16","fa10-01-77",0,2010-09-01
"1801","fa10-01-16","sp10-01-22",0,2010-09-01
"1802","fa10-01-16","fa10-01-16",7,2010-09-01
"1803","fa10-01-16","fa10-01-36",0,2010-09-01
"1804","fa10-01-16","fa10-01-08",0,2010-09-01
"1805","fa10-01-16","fa10-01-46",0,2010-09-01
"1806","fa10-01-16","fa10-01-41",0,2010-09-01
"1807","fa10-01-16","fa10-01-22",0,2010-09-01
"1808","fa10-01-16","sp10-01-25",0,2010-09-01
"1809","fa10-01-16","fa10-01-51",0,2010-09-01
"1810","fa10-01-16","fa10-01-23",0,2010-09-01
"1811","fa10-01-16","sp10-01-18",0,2010-09-01
"1812","fa10-01-16","fa10-01-12",0,2010-09-01
"1813","fa10-01-16","fa10-01-64",0,2010-09-01
"1814","fa10-01-16","sp10-01-52",0,2010-09-01
"1815","fa10-01-16","sp10-01-31",1,2010-09-01
"1816","fa10-01-16","sp10-01-45",1,2010-09-01
"1817","fa10-01-16","fa10-01-70",0,2010-09-01
"1818","fa10-01-16","fa10-01-63",0,2010-09-01
"1819","fa10-01-16","sp10-01-56",0,2010-09-01
"1820","fa10-01-16","fa10-01-54",0,2010-09-01
"1821","fa10-01-16","fa10-01-72",0,2010-09-01
"1822","fa10-01-16","fa10-01-03",0,2010-09-01
"1823","fa10-01-16","fa10-01-38",0,2010-09-01
"1824","fa10-01-16","fa10-01-37",0,2010-09-01
"1825","fa10-01-16","sp10-01-49",0,2010-09-01
"1826","fa10-01-16","sp10-01-48",0,2010-09-01
"1827","fa10-01-16","fa10-01-53",0,2010-09-01
"1828","fa10-01-16","sp10-01-02",0,2010-09-01
"1829","fa10-01-16","fa10-01-49",0,2010-09-01
"1830","fa10-01-16","sp10-01-43",0,2010-09-01
"1831","fa10-01-16","sp10-01-33",0,2010-09-01
"1832","fa10-01-16","fa10-01-71",0,2010-09-01
"1833","fa10-01-16","fa10-01-50",0,2010-09-01
"1834","fa10-01-16","fa10-01-42",0,2010-09-01
"1835","fa10-01-16","fa10-01-82",0,2010-09-01
"1836","fa10-01-16","fa10-01-27",0,2010-09-01
"1837","fa10-01-16","fa10-01-11",0,2010-09-01
"1838","fa10-01-16","sp10-01-30",0,2010-09-01
"1839","fa10-01-16","fa10-01-66",0,2010-09-01
"1840","fa10-01-16","fa10-01-65",0,2010-09-01
"1841","fa10-01-16","fa10-01-26",0,2010-09-01
"1842","fa10-01-16","fa10-01-32",0,2010-09-01
"1843","fa10-01-16","fa10-01-09",0,2010-09-01
"1844","fa10-01-16","fa10-01-25",0,2010-09-01
"1845","fa10-01-16","fa10-01-31",0,2010-09-01
"1846","fa10-01-16","sp10-01-54",0,2010-09-01
"1847","fa10-01-16","fa10-01-34",0,2010-09-01
"1848","fa10-01-16","fa10-01-57",0,2010-09-01
"1849","fa10-01-16","fa10-01-55",0,2010-09-01
"1850","fa10-01-16","fa10-01-30",0,2010-09-01
"1851","fa10-01-16","fa10-01-43",0,2010-09-01
"1852","fa10-01-16","fa10-01-44",0,2010-09-01
"1853","fa10-01-16","fa10-01-62",0,2010-09-01
"1854","fa10-01-16","sp10-01-36",0,2010-09-01
"1855","fa10-01-16","fa10-01-28",0,2010-09-01
"1856","fa10-01-16","fa10-01-29",0,2010-09-01
"1857","fa10-01-16","fa10-01-52",0,2010-09-01
"1858","fa10-01-16","fa10-01-61",0,2010-09-01
"1859","fa10-01-16","fa10-01-56",0,2010-09-01
"1860","fa10-01-16","sp10-01-01",0,2010-09-01
"1861","fa10-01-17","sp10-01-53",0,2010-09-01
"1862","fa10-01-17","sp10-01-38",0,2010-09-01
"1863","fa10-01-17","sp10-01-39",0,2010-09-01
"1864","fa10-01-17","fa10-01-81",0,2010-09-01
"1865","fa10-01-17","fa10-01-78",0,2010-09-01
"1866","fa10-01-17","fa10-01-67",1,2010-09-01
"1867","fa10-01-17","fa10-01-68",1,2010-09-01
"1868","fa10-01-17","fa10-01-73",2,2010-09-01
"1869","fa10-01-17","fa10-01-74",2,2010-09-01
"1870","fa10-01-17","fa10-01-15",0,2010-09-01
"1871","fa10-01-17","fa10-01-19",0,2010-09-01
"1872","fa10-01-17","fa10-01-85",0,2010-09-01
"1873","fa10-01-17","fa10-01-86",0,2010-09-01
"1874","fa10-01-17","sp10-01-24",1,2010-09-01
"1875","fa10-01-17","fa10-01-17",7,2010-09-01
"1876","fa10-01-17","fa10-01-18",7,2010-09-01
"1877","fa10-01-17","fa10-01-04",0,2010-09-01
"1878","fa10-01-17","fa10-01-06",0,2010-09-01
"1879","fa10-01-17","fa10-01-45",0,2010-09-01
"1880","fa10-01-17","sp10-01-13",0,2010-09-01
"1881","fa10-01-17","fa10-01-07",0,2010-09-01
"1882","fa10-01-17","sp10-01-46",0,2010-09-01
"1883","fa10-01-17","sp10-01-44",0,2010-09-01
"1884","fa10-01-17","sp10-01-06",0,2010-09-01
"1885","fa10-01-17","fa10-01-83",0,2010-09-01
"1886","fa10-01-17","fa10-01-14",0,2010-09-01
"1887","fa10-01-17","fa10-01-13",0,2010-09-01
"1888","fa10-01-17","fa10-01-05",1,2010-09-01
"1889","fa10-01-17","fa10-01-75",0,2010-09-01
"1890","fa10-01-17","fa10-01-01",2,2010-09-01
"1891","fa10-01-17","fa10-01-02",2,2010-09-01
"1892","fa10-01-17","fa10-01-20",0,2010-09-01
"1893","fa10-01-17","fa10-01-76",0,2010-09-01
"1894","fa10-01-17","fa10-01-58",0,2010-09-01
"1895","fa10-01-17","fa10-01-21",0,2010-09-01
"1896","fa10-01-17","sp10-01-28",0,2010-09-01
"1897","fa10-01-17","sp10-01-26",0,2010-09-01
"1898","fa10-01-17","sp10-01-55",4,2010-09-01
"1899","fa10-01-17","sp10-01-05",0,2010-09-01
"1900","fa10-01-17","sp10-01-35",0,2010-09-01
"1901","fa10-01-17","fa10-01-35",0,2010-09-01
"1902","fa10-01-17","fa10-01-40",0,2010-09-01
"1903","fa10-01-17","fa10-01-60",0,2010-09-01
"1904","fa10-01-17","sp10-01-23",0,2010-09-01
"1905","fa10-01-17","sp10-01-11",5,2010-09-01
"1906","fa10-01-17","sp10-01-12",4,2010-09-01
"1907","fa10-01-17","sp10-01-07",0,2010-09-01
"1908","fa10-01-17","sp10-01-08",0,2010-09-01
"1909","fa10-01-17","fa10-01-24",0,2010-09-01
"1910","fa10-01-17","fa10-01-39",0,2010-09-01
"1911","fa10-01-17","sp10-01-19",0,2010-09-01
"1912","fa10-01-17","sp10-01-34",0,2010-09-01
"1913","fa10-01-17","fa10-01-69",0,2010-09-01
"1914","fa10-01-17","sp10-01-32",1,2010-09-01
"1915","fa10-01-17","sp10-01-42",1,2010-09-01
"1916","fa10-01-17","sp10-01-40",2,2010-09-01
"1917","fa10-01-17","sp10-01-41",2,2010-09-01
"1918","fa10-01-17","sp10-01-37",0,2010-09-01
"1919","fa10-01-17","fa10-01-48",0,2010-09-01
"1920","fa10-01-17","fa10-01-47",0,2010-09-01
"1921","fa10-01-17","fa10-01-59",0,2010-09-01
"1922","fa10-01-17","fa10-01-10",0,2010-09-01
"1923","fa10-01-17","fa10-01-33",0,2010-09-01
"1924","fa10-01-17","fa10-01-77",0,2010-09-01
"1925","fa10-01-17","sp10-01-22",3,2010-09-01
"1926","fa10-01-17","fa10-01-16",1,2010-09-01
"1927","fa10-01-17","fa10-01-36",0,2010-09-01
"1928","fa10-01-17","fa10-01-08",0,2010-09-01
"1929","fa10-01-17","fa10-01-46",0,2010-09-01
"1930","fa10-01-17","fa10-01-41",0,2010-09-01
"1931","fa10-01-17","fa10-01-22",0,2010-09-01
"1932","fa10-01-17","sp10-01-25",0,2010-09-01
"1933","fa10-01-17","fa10-01-51",0,2010-09-01
"1934","fa10-01-17","fa10-01-23",0,2010-09-01
"1935","fa10-01-17","sp10-01-18",0,2010-09-01
"1936","fa10-01-17","fa10-01-12",0,2010-09-01
"1937","fa10-01-17","fa10-01-64",0,2010-09-01
"1938","fa10-01-17","sp10-01-52",0,2010-09-01
"1939","fa10-01-17","sp10-01-31",1,2010-09-01
"1940","fa10-01-17","sp10-01-45",1,2010-09-01
"1941","fa10-01-17","fa10-01-70",0,2010-09-01
"1942","fa10-01-17","fa10-01-63",0,2010-09-01
"1943","fa10-01-17","sp10-01-56",0,2010-09-01
"1944","fa10-01-17","fa10-01-54",1,2010-09-01
"1945","fa10-01-17","fa10-01-72",0,2010-09-01
"1946","fa10-01-17","fa10-01-03",0,2010-09-01
"1947","fa10-01-17","fa10-01-38",1,2010-09-01
"1948","fa10-01-17","fa10-01-37",0,2010-09-01
"1949","fa10-01-17","sp10-01-49",0,2010-09-01
"1950","fa10-01-17","sp10-01-48",0,2010-09-01
"1951","fa10-01-17","fa10-01-53",0,2010-09-01
"1952","fa10-01-17","sp10-01-02",0,2010-09-01
"1953","fa10-01-17","fa10-01-49",0,2010-09-01
"1954","fa10-01-17","sp10-01-43",0,2010-09-01
"1955","fa10-01-17","sp10-01-33",0,2010-09-01
"1956","fa10-01-17","fa10-01-71",0,2010-09-01
"1957","fa10-01-17","fa10-01-50",0,2010-09-01
"1958","fa10-01-17","fa10-01-42",0,2010-09-01
"1959","fa10-01-17","fa10-01-82",0,2010-09-01
"1960","fa10-01-17","fa10-01-27",0,2010-09-01
"1961","fa10-01-17","fa10-01-11",0,2010-09-01
"1962","fa10-01-17","sp10-01-30",0,2010-09-01
"1963","fa10-01-17","fa10-01-66",0,2010-09-01
"1964","fa10-01-17","fa10-01-65",0,2010-09-01
"1965","fa10-01-17","fa10-01-26",0,2010-09-01
"1966","fa10-01-17","fa10-01-32",0,2010-09-01
"1967","fa10-01-17","fa10-01-09",0,2010-09-01
"1968","fa10-01-17","fa10-01-25",0,2010-09-01
"1969","fa10-01-17","fa10-01-31",0,2010-09-01
"1970","fa10-01-17","sp10-01-54",4,2010-09-01
"1971","fa10-01-17","fa10-01-34",0,2010-09-01
"1972","fa10-01-17","fa10-01-57",0,2010-09-01
"1973","fa10-01-17","fa10-01-55",0,2010-09-01
"1974","fa10-01-17","fa10-01-30",0,2010-09-01
"1975","fa10-01-17","fa10-01-43",0,2010-09-01
"1976","fa10-01-17","fa10-01-44",0,2010-09-01
"1977","fa10-01-17","fa10-01-62",0,2010-09-01
"1978","fa10-01-17","sp10-01-36",0,2010-09-01
"1979","fa10-01-17","fa10-01-28",0,2010-09-01
"1980","fa10-01-17","fa10-01-29",0,2010-09-01
"1981","fa10-01-17","fa10-01-52",0,2010-09-01
"1982","fa10-01-17","fa10-01-61",0,2010-09-01
"1983","fa10-01-17","fa10-01-56",0,2010-09-01
"1984","fa10-01-17","sp10-01-01",1,2010-09-01
"1985","fa10-01-18","sp10-01-53",0,2010-09-01
"1986","fa10-01-18","sp10-01-38",0,2010-09-01
"1987","fa10-01-18","sp10-01-39",0,2010-09-01
"1988","fa10-01-18","fa10-01-81",2,2010-09-01
"1989","fa10-01-18","fa10-01-78",0,2010-09-01
"1990","fa10-01-18","fa10-01-67",2,2010-09-01
"1991","fa10-01-18","fa10-01-68",2,2010-09-01
"1992","fa10-01-18","fa10-01-73",0,2010-09-01
"1993","fa10-01-18","fa10-01-74",0,2010-09-01
"1994","fa10-01-18","fa10-01-15",0,2010-09-01
"1995","fa10-01-18","fa10-01-19",0,2010-09-01
"1996","fa10-01-18","fa10-01-85",0,2010-09-01
"1997","fa10-01-18","fa10-01-86",0,2010-09-01
"1998","fa10-01-18","sp10-01-24",0,2010-09-01
"1999","fa10-01-18","fa10-01-17",0,2010-09-01
"2000","fa10-01-18","fa10-01-18",0,2010-09-01
"2001","fa10-01-18","fa10-01-04",0,2010-09-01
"2002","fa10-01-18","fa10-01-06",0,2010-09-01
"2003","fa10-01-18","fa10-01-45",0,2010-09-01
"2004","fa10-01-18","sp10-01-13",0,2010-09-01
"2005","fa10-01-18","fa10-01-07",0,2010-09-01
"2006","fa10-01-18","sp10-01-46",1,2010-09-01
"2007","fa10-01-18","sp10-01-44",1,2010-09-01
"2008","fa10-01-18","sp10-01-06",0,2010-09-01
"2009","fa10-01-18","fa10-01-83",0,2010-09-01
"2010","fa10-01-18","fa10-01-14",0,2010-09-01
"2011","fa10-01-18","fa10-01-13",0,2010-09-01
"2012","fa10-01-18","fa10-01-05",0,2010-09-01
"2013","fa10-01-18","fa10-01-75",0,2010-09-01
"2014","fa10-01-18","fa10-01-01",0,2010-09-01
"2015","fa10-01-18","fa10-01-02",0,2010-09-01
"2016","fa10-01-18","fa10-01-20",0,2010-09-01
"2017","fa10-01-18","fa10-01-76",0,2010-09-01
"2018","fa10-01-18","fa10-01-58",0,2010-09-01
"2019","fa10-01-18","fa10-01-21",0,2010-09-01
"2020","fa10-01-18","sp10-01-28",0,2010-09-01
"2021","fa10-01-18","sp10-01-26",0,2010-09-01
"2022","fa10-01-18","sp10-01-55",0,2010-09-01
"2023","fa10-01-18","sp10-01-05",0,2010-09-01
"2024","fa10-01-18","sp10-01-35",0,2010-09-01
"2025","fa10-01-18","fa10-01-35",0,2010-09-01
"2026","fa10-01-18","fa10-01-40",0,2010-09-01
"2027","fa10-01-18","fa10-01-60",0,2010-09-01
"2028","fa10-01-18","sp10-01-23",0,2010-09-01
"2029","fa10-01-18","sp10-01-11",4,2010-09-01
"2030","fa10-01-18","sp10-01-12",4,2010-09-01
"2031","fa10-01-18","sp10-01-07",0,2010-09-01
